This is a model of Nomoto's that has been converted to Woosley's format









 161 1.6900 0.0090   1.339E+09   1.345E+04   4.823E+08   4.991E-01   0.000E+00  -9.729E+06   5.007E+00   4.385E+20
 162 1.6990 0.0090   1.395E+09   1.168E+04   4.563E+08   4.991E-01   0.000E+00  -9.372E+06   5.006E+00   3.574E+20
 163 1.7080 0.0090   1.453E+09   1.008E+04   4.304E+08   4.991E-01   0.000E+00  -9.025E+06   5.004E+00   2.885E+20
 164 1.7170 0.0090   1.516E+09   8.641E+03   4.048E+08   4.991E-01   0.000E+00  -8.684E+06   5.003E+00   2.303E+20
 165 1.7260 0.0090   1.582E+09   6.926E+03   3.842E+08   4.994E-01   0.000E+00  -8.346E+06   5.355E+00   1.814E+20
 166 1.7350 0.0110   1.667E+09   4.941E+03   3.659E+08   4.994E-01   0.000E+00  -7.931E+06   5.706E+00   1.309E+20
 167 1.7460 0.0110   1.783E+09   3.284E+03   3.504E+08   4.994E-01   0.000E+00  -7.402E+06   6.291E+00   9.255E+19
 168 1.7570 0.0110   1.935E+09   2.336E+03   3.252E+08   4.994E-01   0.000E+00  -6.777E+06   6.692E+00   6.440E+19
 169 1.7680 0.0110   2.114E+09   1.756E+03   2.967E+08   4.994E-01   0.000E+00  -6.134E+06   6.920E+00   4.463E+19
 170 1.7790 0.0110   2.314E+09   1.331E+03   2.688E+08   4.994E-01   0.000E+00  -5.537E+06   7.123E+00   3.066E+19
 171 1.7900 0.0110   2.534E+09   9.710E+02   2.451E+08   4.994E-01   0.000E+00  -4.986E+06   7.495E+00   2.092E+19
 172 1.8010 0.0100   2.785E+09   5.508E+02   2.252E+08   4.994E-01   0.000E+00  -4.448E+06   1.112E+01   1.415E+19
 173 1.8110 0.0120   3.142E+09   4.300E+02   2.056E+08   4.994E-01   0.000E+00  -3.810E+06   1.113E+01   9.969E+18
 174 1.8230 0.0110   3.516E+09   3.376E+02   1.881E+08   4.994E-01   0.000E+00  -3.290E+06   1.115E+01   7.081E+18
 175 1.8340 0.0180   3.911E+09   2.716E+02   1.737E+08   4.994E-01   0.000E+00  -2.872E+06   1.116E+01   5.205E+18
 176 1.8520 0.0230   4.487E+09   1.842E+02   1.506E+08   4.994E-01   0.000E+00  -2.431E+06   1.119E+01   3.009E+18
 177 1.8750 0.0220   5.305E+09   1.324E+02   1.334E+08   4.994E-01   0.000E+00  -1.962E+06   1.122E+01   1.890E+18
 178 1.8970 0.0220   6.129E+09   9.945E+01   1.201E+08   4.994E-01   0.000E+00  -1.607E+06   1.125E+01   1.262E+18
 179 1.9190 0.0220   6.948E+09   7.766E+01   1.097E+08   4.994E-01   0.000E+00  -1.342E+06   1.128E+01   8.904E+17
 180 1.9410 0.0210   7.756E+09   6.230E+01   1.011E+08   4.994E-01   0.000E+00  -1.148E+06   1.130E+01   6.526E+17
 181 1.9620 0.0210   8.560E+09   5.110E+01   9.399E+07   4.994E-01   0.000E+00  -1.004E+06   1.132E+01   4.933E+17
 182 1.9830 0.0200   9.358E+09   4.268E+01   8.794E+07   4.994E-01   0.000E+00  -8.951E+05   1.134E+01   3.825E+17
 183 2.0030 0.0200   1.015E+10   3.621E+01   8.275E+07   4.994E-01   0.000E+00  -8.099E+05   1.136E+01   3.032E+17
 184 2.0230 0.0190   1.093E+10   3.113E+01   7.823E+07   4.994E-01   0.000E+00  -7.410E+05   1.138E+01   2.447E+17
 185 2.0420 0.0190   1.171E+10   2.707E+01   7.426E+07   4.994E-01   0.000E+00  -6.828E+05   1.139E+01   2.008E+17
 186 2.0610 0.0190   1.247E+10   2.378E+01   7.075E+07   4.994E-01   0.000E+00  -6.308E+05   1.140E+01   1.670E+17
 187 2.0800 0.0190   1.323E+10   2.102E+01   6.756E+07   4.994E-01   0.000E+00  -5.815E+05   1.142E+01   1.402E+17
 188 2.0990 0.0190   1.400E+10   1.870E+01   6.468E+07   4.994E-01   0.000E+00  -5.326E+05   1.143E+01   1.188E+17
 189 2.1180 0.0180   1.476E+10   1.674E+01   6.205E+07   4.994E-01   0.000E+00  -4.831E+05   1.144E+01   1.015E+17
 190 2.1360 0.0180   1.552E+10   1.507E+01   5.965E+07   4.994E-01   0.000E+00  -4.330E+05   1.145E+01   8.740E+16
 191 2.1540 0.0190   1.628E+10   1.363E+01   5.744E+07   4.994E-01   0.000E+00  -3.824E+05   1.146E+01   7.577E+16
 192 2.1730 0.0170   1.703E+10   1.238E+01   5.540E+07   4.994E-01   0.000E+00  -3.317E+05   1.147E+01   6.611E+16
 193 2.1900 0.0180   1.779E+10   1.130E+01   5.352E+07   4.994E-01   0.000E+00  -2.819E+05   1.148E+01   5.800E+16
 194 2.2080 0.0180   1.854E+10   1.035E+01   5.177E+07   4.994E-01   0.000E+00  -2.336E+05   1.149E+01   5.118E+16
 195 2.2260 0.0200   1.932E+10   9.418E+00   4.996E+07   4.994E-01   0.000E+00  -1.850E+05   1.150E+01   4.476E+16
 196 2.2460 0.0190   2.015E+10   8.598E+00   4.827E+07   4.994E-01   0.000E+00  -1.370E+05   1.151E+01   3.930E+16
 197 2.2650 0.0190   2.098E+10   7.867E+00   4.667E+07   4.994E-01   0.000E+00  -9.215E+04   1.152E+01   3.462E+16
